id,name,serving_size,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,source_dataset,source_file,source_group
herring-cooked,herring cooked,dataset serving,290,32.9,0,16.6,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
bluefish-raw,bluefish raw,dataset serving,186,30.1,0,6.4,0,0,0.028,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
sheepshead-cooked,sheepshead cooked,dataset serving,234,48.4,0,3,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
bass-cooked,bass cooked,dataset serving,91,15,0,2.9,0,0,0.078,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
pout-cooked,pout cooked,dataset serving,279,58.4,0,3.2,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chinook-salmon-raw,chinook salmon raw,dataset serving,709,78.9,0,41.3,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
rockfish-raw,rockfish raw,dataset serving,172,35.1,0,2.6,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
tilefish-raw,tilefish raw,dataset serving,371,67.6,0,8.9,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
scup-raw,scup raw,dataset serving,174,31.3,0,4.5,0,0,0.082,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
sablefish-cooked,sablefish cooked,dataset serving,755,51.9,0,59.3,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
tuna-salad,tuna salad,dataset serving,383,32.9,19.3,19,0,0,0.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
coho-salmon-cooked,coho salmon cooked,dataset serving,255,34.7,0,11.8,0,0,0.06,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
roe-raw,roe raw,dataset serving,20,3.1,0.2,0.9,0,0,0.052,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
sea-bass-raw,sea bass raw,dataset serving,125,23.8,0,2.6,0,0,0.084,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
pink-salmon-cooked,pink salmon cooked,dataset serving,349,56,0,12,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
sockeye-salmon-cooked,sockeye salmon cooked,dataset serving,493,82.1,0,17.3,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
whitefish-raw,whitefish raw,dataset serving,265,37.8,0,11.6,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
greenland-halibut-cooked,greenland halibut cooked,dataset serving,760,58.6,0,56.4,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
northern-pike-cooked,northern pike cooked,dataset serving,350,76.5,0,2.7,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
salmon-raw,salmon raw,dataset serving,824,80.9,0,53.1,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
turbot-cooked,turbot cooked,dataset serving,388,65.4,0,12,0,0,0.6,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
surimi,surimi,dataset serving,28,4.3,1.9,0.3,0,0,0.042,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chinook-salmon-cooked,chinook salmon cooked,dataset serving,711,79.2,0,41.2,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
mullet-cooked,mullet cooked,dataset serving,140,23.1,0,4.5,0,0,0.001,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chum-salmon-raw,chum salmon raw,dataset serving,3,0.6,0,0.1,0,0,0.029,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
butterfish-raw,butterfish raw,dataset serving,47,5.5,0,2.6,0,0,0.072,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
sea-bass-cooked,sea bass cooked,dataset serving,125,23.9,0,2.6,0,0,0.058,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
greenland-halibut-raw,greenland halibut raw,dataset serving,759,58.6,0,56.5,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
halibut-raw,halibut raw,dataset serving,371,75.7,0,5.4,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
sturgeon-cooked,sturgeon cooked,dataset serving,184,28.2,0,7,0,0,0.019,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
fish-fillet-fried,fish fillet fried,dataset serving,211,13.3,15.4,11.2,0.5,0,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
rainbow-trout-raw,rainbow trout raw,dataset serving,111,15.8,0,4.9,0,0,0.022,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
pout-raw,pout raw,dataset serving,278,58.6,0,3.2,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
rainbow-smelt-cooked,rainbow smelt cooked,dataset serving,35,6.4,0,0.9,0,0,0.047,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
monkfish-raw,monkfish raw,dataset serving,22,4.1,0,0.4,0,0,0.059,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
trout-raw,trout raw,dataset serving,117,16.4,0,5.2,0,0,0.051,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
shark-raw,shark raw,dataset serving,37,5.9,0,1.3,0,0,0.003,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
burbot-raw,burbot raw,dataset serving,104,22.4,0,0.9,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
dolphinfish-cooked,dolphinfish cooked,dataset serving,173,37.7,0,1.4,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
crayfish-cooked,crayfish cooked,dataset serving,25,5,0,0.4,0,0,0.058,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
dolphinfish-raw,dolphinfish raw,dataset serving,173,37.7,0,1.4,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
perch-cooked,perch cooked,dataset serving,54,11.4,0,0.5,0,0,0.043,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
cusk-raw,cusk raw,dataset serving,106,23.2,0,0.8,0,0,0.086,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
bluefin-tuna-raw,bluefin tuna raw,dataset serving,41,6.6,0,1.4,0,0,0.013,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
milkfish-cooked,milkfish cooked,dataset serving,54,7.4,0,2.4,0,0,0.076,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
carp-raw,carp raw,dataset serving,277,38.9,0,12.2,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
sturgeon-raw,sturgeon raw,dataset serving,30,4.6,0,1.1,0,0,0.007,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
orange-roughy-raw,orange roughy raw,dataset serving,22,4.6,0,0.2,0,0,0.063,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
catfish-fried,catfish fried,dataset serving,199,15.7,7,11.6,0.6,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
cuttlefish-raw,cuttlefish raw,dataset serving,22,4.6,0.2,0.2,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
bass-raw,bass raw,dataset serving,90,14.9,0,2.9,0,0,0.055,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
flounder-cooked,flounder cooked,dataset serving,109,19.4,0,3,0,0,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
milkfish-raw,milkfish raw,dataset serving,42,5.8,0,1.9,0,0,0.098,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
eel-raw,eel raw,dataset serving,375,37.6,0,23.8,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
catfish-raw,catfish raw,dataset serving,189,24.2,0,9.4,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
fish-sticks,fish sticks,dataset serving,78,3.1,6.1,4.5,0.4,0.5,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
coho-salmon-raw,coho salmon raw,dataset serving,254,33.8,0,12.2,0,0,0.054,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
monkfish-cooked,monkfish cooked,dataset serving,27,5.3,0,0.6,0,0,0.004,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
yellowtail-cooked,yellowtail cooked,dataset serving,546,86.6,0,19.6,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
yellowfin-tuna-cooked,yellowfin tuna cooked,dataset serving,37,8.2,0,0.2,0,0,0.011,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
ling-cooked,ling cooked,dataset serving,168,36.8,0,1.2,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
eel-cooked,eel cooked,dataset serving,67,6.7,0,4.2,0,0,0.069,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
sablefish-raw,sablefish raw,dataset serving,753,51.8,0,59.1,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
salmon-nuggets,salmon nuggets,dataset serving,60,3.6,4,3.3,0,0,0.005,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
yellowtail-raw,yellowtail raw,dataset serving,546,86.5,0,19.6,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
butterfish-cooked,butterfish cooked,dataset serving,47,5.5,0,2.6,0,0,0.042,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
caviar,caviar,dataset serving,42,3.9,0.6,2.9,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
pollock-raw,pollock raw,dataset serving,355,75,0,3.8,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
catfish-cooked,catfish cooked,dataset serving,206,26.4,0,10.3,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
whiting-raw,whiting raw,dataset serving,83,16.8,0,1.2,0,0,0.016,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
pink-salmon-raw,pink salmon raw,dataset serving,404,65.2,0,14,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
yellowfin-tuna-raw,yellowfin tuna raw,dataset serving,31,6.9,0,0.1,0,0,0.049,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
mackerel-raw,mackerel raw,dataset serving,230,20.8,0,15.6,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
turbot-raw,turbot raw,dataset serving,388,65.5,0,12,0,0,0.6,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
cusk-cooked,cusk cooked,dataset serving,106,23.1,0,0.8,0,0,0.047,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
atlantic-croaker-raw,atlantic croaker raw,dataset serving,82,14,0,2.5,0,0,0.014,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
sucker-cooked,sucker cooked,dataset serving,148,26.6,0,3.7,0,0,0.019,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
spot-raw,spot raw,dataset serving,79,11.8,0,3.1,0,0,0.022,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
drum-cooked,drum cooked,dataset serving,236,34.6,0,9.7,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
crayfish-raw,crayfish raw,dataset serving,3,0.6,0,0.048,0,0,0.024,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
tilefish-cooked,tilefish cooked,dataset serving,441,73.5,0,14.1,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
bluefish-cooked,bluefish cooked,dataset serving,186,30.1,0,6.4,0,0,0.045,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
grouper-cooked,grouper cooked,dataset serving,238,50.2,0,2.6,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
sheepshead-raw,sheepshead raw,dataset serving,257,48.1,0,5.7,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
herring-kippered,herring kippered,dataset serving,87,9.8,0,4.9,0,0,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
grouper-raw,grouper raw,dataset serving,238,50.2,0,2.6,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
ocean-perch-cooked,ocean perch cooked,dataset serving,48,9.3,0,0.9,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
ling-raw,ling raw,dataset serving,168,36.7,0,1.2,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
lingcod-cooked,lingcod cooked,dataset serving,329,68.4,0,4.1,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
florida-pompano-raw,florida pompano raw,dataset serving,184,20.7,0,10.6,0,0,0.081,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
rockfish-cooked,rockfish cooked,dataset serving,162,33.1,0,2.4,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
seatrout-cooked,seatrout cooked,dataset serving,247,39.9,0,8.6,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
sockeye-salmon-raw,sockeye salmon raw,dataset serving,562,84.4,0,22.2,0,0,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
swordfish-cooked,swordfish cooked,dataset serving,182,24.9,0,8.4,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
american-shad-raw,american shad raw,dataset serving,362,31.2,0,25.3,0,0,0.001,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
sardine-canned-in-oil,sardine canned in oil,dataset serving,310,36.7,0,17.1,0,0,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
anchovy-canned-in-oil,anchovy canned in oil,dataset serving,8,1.2,0,0.4,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
salmon-canned,salmon canned,dataset serving,520,79.1,0,20.3,0,0,1.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
sardines-in-tomato-sauce-canned,sardines in tomato sauce canned,dataset serving,165,18.6,0.5,9.3,0.009,0.4,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
sockeye-salmon-canned,sockeye salmon canned,dataset serving,563,79.5,0,24.9,0,0,1.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
tuna-canned,tuna canned,dataset serving,102,18.9,0,2.4,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
pink-salmon-canned,pink salmon canned,dataset serving,530,80.9,0,20.4,0,0,1.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
cod-canned,cod canned,dataset serving,328,71,0,2.7,0,0,0.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
eastern-oyster-canned,eastern oyster canned,dataset serving,110,11.4,6.3,4,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chum-salmon-canned,chum salmon canned,dataset serving,520,79.1,0,20.3,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
tuna-canned-in-oil,tuna canned in oil,dataset serving,331,47.2,0,14.4,0,0,0.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
wild-pink-salmon-oceans,wild pink salmon oceans,dataset serving,320,0,0,16,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
shrimp-canned,shrimp canned,dataset serving,128,26.1,0,1.7,0,0,1.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
alaska-king-crab-raw,alaska king crab raw,dataset serving,144,31.5,0,1,0,0,1.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
scallops-fried,scallops fried,dataset serving,64,2.6,6.4,3.2,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
shrimp-cooked,shrimp cooked,dataset serving,7,1.3,0.013,0.092,0,0,0.012,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
clams-fried,clams fried,dataset serving,19,1.3,1,1,0,0,0.068,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
alaska-king-crab-cooked,alaska king crab cooked,dataset serving,130,25.9,0,2.1,0,0,1.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
scallops-cooked,scallops cooked,dataset serving,11,2.1,0.5,0.058,0,0,0.06,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
squid-fried,squid fried,dataset serving,140,14.4,6.2,6,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
oyster-raw,oyster raw,dataset serving,41,4.7,2.5,1.2,0,0,0.059,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
abalone,abalone,dataset serving,89,14.5,5.1,0.6,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
queen-crab-raw,queen crab raw,dataset serving,25,5.2,0,0.3,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
whelk-cooked,whelk cooked,dataset serving,78,13.5,4.4,0.2,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
oyster-cooked,oyster cooked,dataset serving,41,4.7,2.5,1.2,0,0,0.066,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
eastern-oyster-cooked,eastern oyster cooked,dataset serving,8,0.7,0.7,0.2,0,0,0.038,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
blue-mussels-cooked,blue mussels cooked,dataset serving,344,47.6,14.8,9,0,0,0.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
octopus-raw,octopus raw,dataset serving,23,4.2,0.6,0.3,0,0,0.064,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
spiny-lobster-cooked,spiny lobster cooked,dataset serving,233,43,5.1,3.2,0,0,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
blue-mussels-raw,blue mussels raw,dataset serving,129,17.9,5.5,3.4,0,0,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
queen-crab-cooked,queen crab cooked,dataset serving,98,20.2,0,1.3,0,0,0.6,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
dungeness-crab-cooked,dungeness crab cooked,dataset serving,140,28.3,1.2,1.6,0,0,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
dungeness-crab-raw,dungeness crab raw,dataset serving,140,28.4,1.2,1.6,0,0,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
shrimp-fried,shrimp fried,dataset serving,52,1.3,4.8,3.2,0.1,0.086,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
shrimp-raw,shrimp raw,dataset serving,4,0.7,0.041,0.023,0,0,0.083,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
blue-crab-cooked,blue crab cooked,dataset serving,71,15.2,0,0.6,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
shrimp-imitation,shrimp imitation,dataset serving,29,3.5,2.6,0.4,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
conch-baked,conch baked,dataset serving,165,33.4,2.2,1.5,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
squid-raw,squid raw,dataset serving,26,4.4,0.9,0.4,0,0,0.09,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
scallop-raw,scallop raw,dataset serving,10,1.8,0.5,0.091,0,0,0.057,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
lobster-raw,lobster raw,dataset serving,116,24.8,0,1.1,0,0,0.6,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
scallop-imitation,scallop imitation,dataset serving,28,3.6,3,0.1,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
blue-crab-raw,blue crab raw,dataset serving,18,3.8,0.018,0.2,0,0,0.079,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
whelk-raw,whelk raw,dataset serving,39,6.7,2.2,0.1,0,0,0.073,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
spiny-lobster-raw,spiny lobster raw,dataset serving,234,43.1,5.1,3.2,0,0,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
clams-canned,clams canned,dataset serving,227,38.8,9.4,2.5,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
lobster-cooked,lobster cooked,dataset serving,134,28.5,0,1.3,0,0,0.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
eastern-oyster-fried,eastern oyster fried,dataset serving,29,1.3,1.7,1.8,0,0,0.015,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
clams-raw,clams raw,dataset serving,195,33.3,8.1,2.2,0,0,1.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
octopus-cooked,octopus cooked,dataset serving,139,25.3,3.7,1.8,0,0,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
eastern-oyster-raw,eastern oyster raw,dataset serving,8,0.7,0.8,0.2,0,0,0.021,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
oyster-fried,oyster fried,dataset serving,61,2.1,6.7,3,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
sturgeon-smoked,sturgeon smoked,dataset serving,49,8.8,0,1.2,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chinook-salmon-smoked,chinook salmon smoked,dataset serving,159,24.9,0,5.9,0,0,1.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
cisco-smoked,cisco smoked,dataset serving,50,4.6,0,3.4,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
haddock-smoked,haddock smoked,dataset serving,33,7.1,0,0.3,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
whitefish-smoked,whitefish smoked,dataset serving,147,31.8,0,1.3,0,0,1.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
red-salmon-sockeye-filets-smoked,red salmon sockeye filets smoked,dataset serving,373,65.5,0,12.3,0,0,0.065,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
eggnog,eggnog,dataset serving,224,11.6,20.4,10.6,0,20.4,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
beer-light,beer light,dataset serving,96,0.8,5.4,0,0,0.3,0.095,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
beer-budweiser,beer budweiser,dataset serving,12,0.1,0.9,0,0,0,0.095,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
weizenbier-erdinger,weizenbier erdinger,dataset serving,220,0,0,18,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
beer-light-budweiser,beer light budweiser,dataset serving,9,0.066,0.4,0,0,0,0.016,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
beer,beer,dataset serving,142,1.5,11.7,0,0,0,0.067,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
