id,name,serving_size,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,source_dataset,source_file,source_group
baby-lima-beans-cooked,baby lima beans cooked,dataset serving,189,12,35,0.5,10.8,2.5,0.064,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
cowpeas-raw,cowpeas raw,dataset serving,41,3.1,8.9,0.3,3.1,4.7,0.026,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
shellie-beans-canned,shellie beans canned,dataset serving,74,4.3,15.2,0.5,8.3,1.5,0.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
yardlong-beans-raw,yardlong beans raw,dataset serving,579,40.6,103.4,2.2,18.4,0,0.057,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
pinto-beans-canned,pinto beans canned,dataset serving,197,11,36.4,1.3,11,2.4,0.6,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
chickpeas-cooked,chickpeas cooked,dataset serving,269,14.5,45,4.2,12.5,7.9,0.08,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
cranberry-beans-raw,cranberry beans raw,dataset serving,653,44.9,117.1,2.4,48.2,0,0.014,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
mungo-beans-cooked,mungo beans cooked,dataset serving,189,13.6,33,1,11.5,3.6,0.083,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
tamarinds,tamarinds,dataset serving,5,0.057,1.3,0.013,0.1,0.8,0.007,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
yellow-snap-beans-cooked,yellow snap beans cooked,dataset serving,44,2.4,9.9,0.4,4.1,4.5,0.096,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
yardlong-beans-cooked,yardlong beans cooked,dataset serving,202,14.2,36.1,0.8,6.5,0,0.059,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
bacon-beef-steak,bacon beef steak,dataset serving,146,8.2,0.2,12.5,0,0.2,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
lamb-foreshank-raw,lamb foreshank raw,dataset serving,912,85.8,0,60.7,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
bacon,bacon,dataset serving,106,3.3,0.2,10.2,0,0.2,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
lamb-rib-cooked,lamb rib cooked,dataset serving,915,53.9,0,76,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
lamb-shank-raw,lamb shank raw,dataset serving,912,84.3,0,61.2,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
scrapple,scrapple,dataset serving,60,2.3,4,3.9,0.052,0.063,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
chicken-nuggets,chicken nuggets,dataset serving,61,3.2,3,4.1,0.2,0.039,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
ground-lamb-cooked,ground lamb cooked,dataset serving,886,77.5,0,61.5,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
lamb-meat-cooked,lamb meat cooked,dataset serving,678,63.8,0,45,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
meat-extender,meat extender,dataset serving,275,33.5,33.7,2.6,15.4,0,0.041,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
lamb-leg-raw,lamb leg raw,dataset serving,1043,81.2,0,77.4,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
lamb-loin-cooked,lamb loin cooked,dataset serving,202,16.1,0,14.8,0,0,0.089,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
chicken-patty,chicken patty,dataset serving,172,8.9,7.7,11.7,0.2,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
lamb-shank-roasted,lamb shank roasted,dataset serving,605,71,0,33.5,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
barbecue-loaf,barbecue loaf,dataset serving,40,3.6,1.5,2,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
lamb-sirloin-cooked,lamb sirloin cooked,dataset serving,765,64.5,0,54.2,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
poultry-salad,poultry salad,dataset serving,26,1.5,1,1.8,0,0,0.079,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
ground-lamb-raw,ground lamb raw,dataset serving,80,4.7,0,6.6,0,0,0.05,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
lamb-loin-raw,lamb loin raw,dataset serving,88,4.6,0,7.5,0,0,0.003,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
lamb-sirloin-raw,lamb sirloin raw,dataset serving,1234,76.8,0,100.3,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
sausage-patty-mcdonalds,sausage patty mcdonalds,dataset serving,115,4.3,0.4,11.2,0,0.1,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
lamb-foreshank-cooked,lamb foreshank cooked,dataset serving,360,42,0,19.9,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
ham-salad,ham salad,dataset serving,97,3.9,4.8,7,0,0,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
lamb-rib-raw,lamb rib raw,dataset serving,1687,65.9,0,156,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
lamb-shoulder-raw,lamb shoulder raw,dataset serving,1198,75.2,0,97.3,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
lamb-meat-raw,lamb meat raw,dataset serving,1102,79.6,0,84.6,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
lamb-shoulder-cooked,lamb shoulder cooked,dataset serving,750,62.5,0,53.5,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
mutton-cooked,mutton cooked,dataset serving,66,9.5,0.027,3.1,0,0,0.07,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
lamb-leg-cooked,lamb leg cooked,dataset serving,684,67.7,0,43.7,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-stick,beef stick,dataset serving,110,4.3,1.1,9.9,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
veal-sirloin-cooked,veal sirloin cooked,dataset serving,517,64.1,0,26.9,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
veal-rib-cooked,veal rib cooked,dataset serving,444,57.4,0,22.2,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
veal-meat-cooked,veal meat cooked,dataset serving,483,62.9,0,23.8,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-rib-roasted,beef rib roasted,dataset serving,238,15.4,0,19.1,0,0,0.01,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
veal-sirloin-raw,veal sirloin raw,dataset serving,689,86.5,0,35.4,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-top-loin-filet-grilled,beef top loin filet grilled,dataset serving,323,37,0.8,19,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-under-blade-steak-cooked,beef under blade steak cooked,dataset serving,983,140.8,0,46.7,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
mock-tender-steak-raw,mock tender steak raw,dataset serving,244,42.2,0,8.3,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
ground-beef-cooked,ground beef cooked,dataset serving,375,35.5,0,24.8,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
ground-beef-raw,ground beef raw,dataset serving,1506,65.1,0,136.1,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-diced-asda,beef diced asda,dataset serving,48,0,10.5,0.7,0,0.054,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
veal-rib-raw,veal rib raw,dataset serving,735,85.5,0,40.9,0,0,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
ground-veal-raw,ground veal raw,dataset serving,41,5.5,0,1.9,0,0,0.029,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
t-bone-steak-cooked,t bone steak cooked,dataset serving,1049,89.3,0,74.1,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
veal-leg-round-raw,veal leg round raw,dataset serving,531,95.2,0,14,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-top-sirloin-steak-raw,beef top sirloin steak raw,dataset serving,1222,123.4,0,77.3,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-plate-steak-grilled,beef plate steak grilled,dataset serving,508,47.1,0,35.6,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
ground-veal-cooked,ground veal cooked,dataset serving,514,72.9,0,22.6,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
veal-leg-round-cooked,veal leg round cooked,dataset serving,574,98.4,0,17.2,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
porterhouse-steak-raw,porterhouse steak raw,dataset serving,1170,81.6,0,91.1,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
veal-shank-raw,veal shank raw,dataset serving,513,86.9,0,15.8,0,0,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
veal-breast-cooked,veal breast cooked,dataset serving,753,76.3,0,47.5,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
corned-beef-canned,corned beef canned,dataset serving,53,5.7,0,3.1,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
rib-eye-steak-grilled,rib eye steak grilled,dataset serving,680,62.4,0,47.7,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
veal-shoulder-raw,veal shoulder raw,dataset serving,0,0,0,0,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
t-bone-steak-raw,t bone steak raw,dataset serving,1052,85.7,0,76.3,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
sirloin-steak,sirloin steak,dataset serving,324,49.5,0,14.1,0,0,0.6,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
mock-tender-steak-cooked,mock tender steak cooked,dataset serving,137,21.9,0,4.9,0,0,0.028,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-round-steak-cooked,beef round steak cooked,dataset serving,385,64.8,0,12.1,0,0,0.011,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
chuck-blade-roast-raw,chuck blade roast raw,dataset serving,1125,77.8,0,88,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-shoulder-steak-raw,beef shoulder steak raw,dataset serving,349,48.2,0,17.3,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-top-blade-cooked,beef top blade cooked,dataset serving,184,21.9,0,10,0,0,0.002,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
corned-beef-cooked,corned beef cooked,dataset serving,53,3.8,0.006,4,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-round-steak-raw,beef round steak raw,dataset serving,753,100.1,0,36,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-shoulder-steak-grilled,beef shoulder steak grilled,dataset serving,155,24,0,5.8,0,0,0.014,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
chuck-eye-steak-raw,chuck eye steak raw,dataset serving,856,72.4,0,62.8,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-bottom-round-steak-cooked,beef bottom round steak cooked,dataset serving,980,155.8,0,35.1,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
porterhouse-steak-cooked,porterhouse steak cooked,dataset serving,235,20.4,0,16.4,0,0,0.085,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-under-blade-steak-raw,beef under blade steak raw,dataset serving,1235,126.8,0,80.8,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-plate-steak-raw,beef plate steak raw,dataset serving,617,47.8,0.9,46.8,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-meat-canned,beef meat canned,dataset serving,111,9.2,0,7.9,0,0,0.095,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-breakfast-strips-raw,beef breakfast strips raw,dataset serving,92,2.8,0.2,8.8,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-brisket-cooked,beef brisket cooked,dataset serving,589,46,0,43.6,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
corned-beef-raw,corned beef raw,dataset serving,898,66.6,0.6,67.6,0,0,5.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-mince-meat-asda,beef mince meat asda,dataset serving,55,0,6.8,3.1,0,0.054,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
pastrami-beef-fat-free,pastrami beef fat free,dataset serving,9,1.9,0.1,0.1,0,0,0.005,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
rib-eye-steak-raw,rib eye steak raw,dataset serving,743,62.8,0.4,54.5,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-tenderloin-steak-cooked,beef tenderloin steak cooked,dataset serving,374,37,0,24,0,0,0.061,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
chuck-blade-roast-cooked,chuck blade roast cooked,dataset serving,842,66.1,0,62,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
cured-beef-dried,cured beef dried,dataset serving,4,0.9,0.06,0.019,0,0.006,0.049,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-flank-steak-cooked,beef flank steak cooked,dataset serving,380,51.8,0,17.5,0,0,0.068,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
chuck-eye-steak-grilled,chuck eye steak grilled,dataset serving,853,76.9,0,60.5,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
veal-meat-raw,veal meat raw,dataset serving,653,87.8,0,30.7,0,0,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
veal-loin-cooked,veal loin cooked,dataset serving,80,8.5,0,4.9,0,0,0.001,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
veal-loin-raw,veal loin raw,dataset serving,46,5.3,0,2.6,0,0,0.079,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
veal-shoulder-cooked,veal shoulder cooked,dataset serving,435,61.2,0,19.4,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-tenderloin-steak-raw,beef tenderloin steak raw,dataset serving,405,32.2,0,29.8,0,0,0.032,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
veal-shank-cooked,veal shank cooked,dataset serving,371,61.2,0,12,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-brisket-raw,beef brisket raw,dataset serving,1139,83.6,0,86.5,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
pastrami-beef,pastrami beef,dataset serving,104,15.5,0.3,4.1,0,0.08,0.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-flank-steak-raw,beef flank steak raw,dataset serving,47,6,0,2.3,0,0,0.054,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-top-sirloin-steak-cooked,beef top sirloin steak cooked,dataset serving,430,47.7,0,25.2,0,0,0.055,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
veal-breast-raw,veal breast raw,dataset serving,943,79.2,0,66.9,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-rib-raw,beef rib raw,dataset serving,1433,73.8,0,123.8,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-jerky,beef jerky,dataset serving,82,6.6,2.2,5.1,0.4,1.8,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-breakfast-strips-cooked,beef breakfast strips cooked,dataset serving,51,3.5,0.2,3.9,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
pork-olive-loaf,pork olive loaf,dataset serving,66,3.3,2.6,4.6,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-luncheon-meat-jellied,beef luncheon meat jellied,dataset serving,31,5.3,0,0.9,0,0,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
turkey-pastrami,turkey pastrami,dataset serving,38,4.6,0.5,1.8,0.062,1,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
pork-salami,pork salami,dataset serving,41,2.3,0.2,3.4,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
canadian-style-bacon-raw,canadian style bacon raw,dataset serving,45,5.9,0.5,2,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
honey-loaf,honey loaf,dataset serving,85,9.9,2.6,3.6,0,2.6,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
pork-beef-salami,pork beef salami,dataset serving,37,2.1,0.076,3.1,0,0.008,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-pork-bologna,beef pork bologna,dataset serving,92,4.6,1.6,7.4,0,1.3,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
pork-beef-salami-cooked,pork beef salami cooked,dataset serving,41,2.7,0.3,3.2,0,0.1,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
pork-breakfast-strips-raw,pork breakfast strips raw,dataset serving,88,2.7,0.2,8.4,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
pickle-pimiento-loaf,pickle pimiento loaf,dataset serving,86,4.3,3.2,6.1,0.6,3.2,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
luxury-loaf,luxury loaf,dataset serving,39,5.2,1.4,1.3,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
mortadella,mortadella,dataset serving,47,2.5,0.5,3.8,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
pork-bologna,pork bologna,dataset serving,69,4.3,0.2,5.6,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
turkey-salami-cooked,turkey salami cooked,dataset serving,9,1,0.081,0.5,0.054,0.063,0.023,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
pepperoni-beef,pepperoni beef,dataset serving,10,0.5,0,0.9,0,0,0.09,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
peppered-loaf,peppered loaf,dataset serving,42,4.9,1.3,1.8,0,1.3,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
luncheon-meat-beef,luncheon meat beef,dataset serving,10,1.8,0,0.3,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
lebanon-bologna,lebanon bologna,dataset serving,98,10.8,0.3,6,0,0,0.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
chicken-pork-bologna,chicken pork bologna,dataset serving,94,2.9,1.2,8.6,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
turkey-roll,turkey roll,dataset serving,40,4.9,0.6,1.9,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-salami-cooked,beef salami cooked,dataset serving,68,3.3,0.5,5.8,0,0.4,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
yachtwurst-cooked,yachtwurst cooked,dataset serving,150,8.3,0.8,12.7,0,0,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
italian-salami,italian salami,dataset serving,43,2.2,0.1,3.7,0,0.1,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
turkey-ham,turkey ham,dataset serving,38,5.5,0.3,1.6,0,0.1,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
turkey-bologna,turkey bologna,dataset serving,59,3.2,1.3,4.5,0.1,0.8,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
sliced-turkey-breast,sliced turkey breast,dataset serving,17,2.4,0.4,0.6,0,0.1,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
luncheon-meat-pork-beef,luncheon meat pork beef,dataset serving,99,3.5,0.7,9,0,0,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
beef-bologna,beef bologna,dataset serving,90,3.3,1.3,7.8,0,0.6,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
turkey-bacon-cooked,turkey bacon cooked,dataset serving,313,24.3,2.5,22.9,0,0,1.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
ground-emu-cooked,ground emu cooked,dataset serving,178,31,0,5.1,0,0,0.025,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
ostrich-leg-raw,ostrich leg raw,dataset serving,94,19,0,1.5,0,0,0.067,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
ostrich-strip-raw,ostrich strip raw,dataset serving,108,20.1,0,2.4,0,0,0.086,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
emu-fillet-cooked,emu fillet cooked,dataset serving,607,123.2,0,9.1,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
ostrich-tenderloin-raw,ostrich tenderloin raw,dataset serving,105,18.8,0,2.7,0,0,0.005,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
emu-drums-cooked,emu drums cooked,dataset serving,649,134.7,0,8.4,0,0,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
green-turtle-raw,green turtle raw,dataset serving,25,5.6,0,0.1,0,0,0.099,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
ground-bison-cooked,ground bison cooked,dataset serving,448,63.6,0,21.6,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
goat-meat-raw,goat meat raw,dataset serving,494,93.4,0,10.5,0,0,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
ground-emu-raw,ground emu raw,dataset serving,157,26.6,0,4.7,0,0,0.062,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
ground-ostrich-raw,ground ostrich raw,dataset serving,180,22,0,9.5,0,0,0.021,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
ostrich-tip-cooked,ostrich tip cooked,dataset serving,123,24.2,0,2.2,0,0,0.086,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
caribou-cooked,caribou cooked,dataset serving,210,38,0,6.4,0,0,0.004,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
ground-ostrich-cooked,ground ostrich cooked,dataset serving,163,24.3,0,6.6,0,0,0.099,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
ostrich-leg-cooked,ostrich leg cooked,dataset serving,120,24.7,0,1.6,0,0,0.016,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP3.csv,3
